rxn08708,HEPK1,LPS heptose kinase I (LPS core synthesis)
rxn08710,RXN0-5118.c,RXN0-5118.c
rxn08711,RXN0-5061.c,RXN0-5061.c
rxn08713,HEPT4,heptosyltransferase IV (LPS core synthesis)
rxn08809,LPLIPAL1E181pp,Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C18:1) (periplasm)
rxn08822,LPLIPAL2A180,Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)
rxn09016,NTPTP2,Nucleoside triphosphate tripolyhydrolase
rxn09039,2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN.c,2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN.c
rxn09040,OMMBLHX,2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
rxn09041,OMMBLHX3,2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)
rxn09043,OMPHHX3,2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic)
rxn09072,PDX5PS,Pyridoxine 5'-phosphate synthase
rxn09221,RXN0-1402.c,RXN0-1402.c
rxn09222,R5PPpp,ribose 5-phosphate phosphatase
rxn09225,RHAT1,rhamnosyltransferase I (LPS core biosynthesis)
rxn09231,RNDR1b,ribonucleoside-diphosphate reductase (ADP) (glutaredoxin)
rxn09232,RNDR2b,ribonucleoside-diphosphate reductase (GDP) (glutaredoxin)
rxn09236,RNTR2c,ribonucleoside-triphosphate reductase (GTP) (flavodoxin)
rxn09237,RNTR3c,ribonucleoside-triphosphate reductase (CTP) (flavodoxin)
rxn09238,RNTR4c,ribonucleoside-triphosphate reductase (UTP) (flavodoxin)
rxn09348,UDPGALPpp,UDPgalactose pyrophosphohydrolase
rxn09370,RXN-7610.c,RXN-7610.c
rxn09398,GLCS2,glycogen synthase (UDPGlc)
rxn09429,FAS180,fatty acid synthase (n-C18:0)
rxn09431,FAS160COA,fatty-acyl-CoA synthase (n-C16:0CoA)
rxn09436,FAS140ACPm,fatty-acyl-ACP synthase (n-C14:0ACP), mitochondrial
rxn09437,FAS140,fatty acid synthase (n-C14:0)
rxn09457,DESAT18_2,Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)
rxn09458,DESAT18,stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)
rxn09466,FAO182p_even/even,Fatty acid oxidation
rxn09467,FAO181p_odd,Fatty acid oxidation
rxn09472,FAO141p_even,fatty acid oxidation
rxn09502,GLUK,Glucokinase
rxn09566,PYDXO,pyridoxal oxidase
rxn09637,LYS2_2,L-aminoadipate-semialdehyde dehydrogenase
rxn09638,LYS2_1,L-aminoadipate-semialdehyde dehydrogenase
rxn09652,U202,Transport of xanthine, extracellular
rxn09658,TRANS-RXNAVI-26524.ce.brachyexp.SUCROSE_SUCROSE,TRANS-RXNAVI-26524.ce.brachyexp.SUCROSE_SUCROSE
rxn09663,TRANS-RXNAVI-26524.ce.brachyexp.CPD-10330_CPD-10330,TRANS-RXNAVI-26524.ce.brachyexp.CPD-10330_CPD-10330
rxn09681,FRUt2,D-fructose transport in via proton symport
rxn09698,DAL4,Allantoin permease
rxn09888,CYTOM,cytosine 5-methyltransferase
rxn09950,UNK5,2-keto-4-methylthiobutyrate transamination
rxn09997,AHMMPS,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase
rxn10008,X00002,Lumped reaction for synthesis of pime
rxn10030,KAS17,b-ketoacyl synthetase (n-C18:1)
rxn10036,KAS7,b-ketoacyl synthetase (n-C16:1)
rxn10053,AIRC1,phosphoribosylaminoimidazole carboxylase (ATP-dependent)
rxn10059,NADK4,NAD kinase (dCTP)
rxn10114,FDH2,formate dehydrogenase (quinone-8: 2 protons)
rxn10115,FDH3,Formate Dehydrogenase (menaquinone-8: 2 protons)
rxn10175,FRUpts2,Fructose transport via PEP:Pyr PTS (f6p generating)
rxn10204,RXN-1381.c.metaexp.CPD0-2113_STEAROYL-COA,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase
rxn10206,anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,anteisoheptadecanoyl-glycerol-3-phosphate O-acyltransferase
rxn10213,stearoyl-1-acylglycerol-3-phosphate O-acyltransferase,stearoyl-1-acylglycerol-3-phosphate O-acyltransferase
rxn10220,isoheptadecanoyl-phosphatidate cytidylyltransferase,isoheptadecanoyl-phosphatidate cytidylyltransferase
rxn10221,anteisoheptadecanoyl-phosphatidate cytidylyltransferase,anteisoheptadecanoyl-phosphatidate cytidylyltransferase
rxn10265,isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase,isoheptadecanoyl-Phosphatidylglycerophosphate phosphohydrolase
rxn10448,CAt6,calcium / sodium antiporter
rxn10473,TRANS-RXN-139.ce,TRANS-RXN-139.ce
rxn10482,CYRDAR,cob(II)yrinic acid a,c-diamide reductase
rxn10484,DAPDH,diaminopimelate dehydrogenase
rxn10584,NUCLEOSIDE-TRIPHOSPHATASE-RXN.c.metaexp.DCDP_DCTP,nucleoside triphosphate phosphohydrolase
rxn10594,RXN-8801.c,ribose 1,5-bisphosphate isomerase
rxn10615,TSR,thiosulfate reductase
rxn10663,FAO11,Fatty acid oxidation (n-C16:1)
rxn10665,FAS161,fatty acid synthase (n-C16:1)
rxn10667,FAS181,fatty acid synthase (n-C18:1)
rxn10838,TRANS-RXN-209.ce,Transport of triose phosphate
rxn10878,POX2,Pyruvate Oxidase (2)
rxn10919,TRANS-RXNAVI-26584.ce.brachyexp.PROTOHEME_PROTOHEME,TRANS-RXNAVI-26584.ce.brachyexp.PROTOHEME_PROTOHEME
rxn10946,TRANS-RXNBWI-115394.ce,TRANS-RXNBWI-115394.ce
rxn10966,NTRARz,NTRARz
rxn10993,URAt7b,uracil secretion
rxn11004,AKO,AKO
rxn11040,RXN-3341.c,RXN-3341.c
rxn11077,rbs_205,rxn11077
rxn11132,rll_253,malolactic enzyme
rxn11174,rbs_533,rxn11174
rxn11200,RXN-7708.c,methionine--phenylpyruvate transaminase
rxn11208,R15-RXN.c.maizeexp.P-HYDROXY-PHENYLPYRUVATE_TYR,methionine aminotransferase
rxn11267,rll_338,ribose-phosphate pyrophosphokinase
rxn11346,rll_585,Aminotransferase
rxn11347,rll_586,Aminotransferase
rxn11355,rll_612,nicotinamide riboside kinase
rxn11384,2MBCOAD,2_methylacyl_CoA_dehydrogenase
rxn11398,meso-Tartrate transport in via proton symport,meso-Tartrate transport in via proton symport
rxn11567,R03355,beta-D-Galactosyl-1,4-beta-D-glucosylceramide galactohydrolase
rxn11587,R04019,Digalactosylceramide galactohydrolase
rxn11609,R04470,Digalactosyl-diacylglycerol galactohydrolase
rxn11610,R04488,R04488
rxn11612,R04633,D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D- galactosyl-D-glucosylceramide galactohydrolase
rxn11650,R05218,cob(II)yrinic acid-a,c-diamide:FMN oxidoreductase
rxn11674,R06632,4-hydroxyphenylpyruvate:oxygen oxidoreductase (decarboxylating)
rxn11676,R07226,acetyl-phosphate ammonia:thioredoxin disulfide oxidoreductase(glycine-forming)
rxn11732,R08198,R08198
rxn11735,R08201,R08201
rxn11944,Methyltransferase,Methyltransferase
rxn11945,PQQ recharge using O2,PQQ recharge using O2
rxn11946,R05614,R05614
rxn11951,R00594,S-Adenosyl-L-methionine:tRNA uracil 5-methyltransferase
rxn11974,R_UMPU,UTP:UTP-monosaccharide-1-phosphate uridylyltransferase
rxn12204,R08639,alpha-D-glucose 1,6-phosphomutase
rxn12215,CPD-1301-ACTIVATION-RXN,5-methyltetrahydropteroyltri-l-glutamate synthesis
rxn12217,R09093,R09093
rxn12224,2-OCTAPRENYL-6-METHOXYPHENOL-HYDROX-RXN,2-octaprenyl-6-methoxyphenol hydroxylase
rxn12510,R03018,ATP:pantothenate 4'-phosphotransferase
rxn12551,TRANS-RXNAVI-26524.ce.brachyexp.CPD-355_CPD-355,TRANS-RXNAVI-26524.ce.brachyexp.CPD-355_CPD-355
rxn12571,Quinate transport via proton symport,Quinate transport via proton symport
rxn12587,TRANS-RXNAVI-26524.ce.brachyexp.MANNITOL_MANNITOL,TRANS-RXNAVI-26524.ce.brachyexp.MANNITOL_MANNITOL
rxn12591,(R,R)-Tartaric acid transport via proton symport,(R,R)-Tartaric acid transport via proton symport
rxn12612,N-Acetyl-L-glutamate transport via proton symport,N-Acetyl-L-glutamate transport via proton symport
rxn12641,RXN0-6977.c,RXN0-6977.c
rxn12739,DMGDH,dimethylglycine dehydrogenase
rxn13022,LEU2,3-isopropylmalate dehydrogenase
rxn13139,U39,Nucleoside triphosphatase
rxn13143,U46,Threonine dehydrogenase
rxn13149,U85,Hypothetical enzyme
rxn13647,NTRIR3pp,nitrite Reductase (Ubiquinole-8, periplasm)
rxn13648,NTRIR4pp,nitrite Reductase (Menaquinole-8, periplasm)
rxn13722,TRANS-RXNBWI-115525.ce.maizeexp.MG+2_MG+2,TRANS-RXNBWI-115525.ce.maizeexp.MG+2_MG+2
rxn13771,rxn13771,rxn13771
rxn13834,G1Dy2,glucose 1-dehydrogenase (NADP) extracellular
rxn13847,KBL1,Threonine dehydrogenase
rxn13905,RIBB,3,4 Dihydroxy-2-butanone-4-phosphate synthase
rxn14039,R08574,CTP:riboflavin 5'-phosphotransferase
rxn14077,R08714,putrescine:pyruvate aminotransferase
rxn14144,R08615,UDP-glucuronate glucuronohydrolase
rxn15046,R00479,isocitrate glyoxylate-lyase (succinate-forming)
rxn15049,R00510,Cytidine-5'-monophosphate phosphoribohydrolase
rxn15057,R00709,Isocitrate:NAD+ oxidoreductase (decarboxylating)
rxn15060,R00761,D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate; acetyl-phosphate-forming)
rxn15062,R06073,UDP-glucose:D-fructose-6-phosphate 2-alpha-D-glucosyltransferase
rxn15091,R00896,L-cysteine:2-oxoglutarate aminotransferase
rxn15112,R01053,Ribose-5-phosphate:ammonia ligase (ADP-forming)
rxn15172,R01324,citrate hydroxymutase
rxn15220,R01541,ATP:2-dehydro-3-deoxy-D-gluconate 6-phosphotransferase
rxn15248,R01770,Inosine ribohydrolase
rxn15296,R02036,6-Phospho-D-gluconate hydro-lyase(2-dehydro-3-deoxy-6-phospho-D-gluconate-forming)
rxn15307,R02143,Xanthosine ribohydrolase
rxn15657,R07134,D-arabinitol:NAD+ 2-oxidoreductase (D-ribulose-forming)
rxn15661,R07144,D-arabinitol:NADP+ oxidoreductase
rxn15669,R07324,1D-myo-inositol-3-phosphate lyase (isomerizing)
rxn15750,R08570,R08570
rxn16140,R09280,succinate-semialdehyde:NADP+ oxidoreductase (CoA-acylating)
rxn16284,R09447,D-glucuronate:NAD+ 1-oxidoreductase
rxn16359,R09517,anthranilate,FAD:oxygen oxidoreductase (3-hydroxylating)
rxn16646,R09805,L-Aspartate-4-semialdehyde:NAD+ oxidoreductase
rxn18929,4.1.3.17-RXN.c,gamma-methyl-gamma-hydroxy-alpha-ketoglutaric aldolase
rxn18934,4.2.1.43-RXN.c,2-dehydro-3-deoxy-L-arabinonate dehydratase
rxn18965,4OHBENZOATE-OCTAPRENYLTRANSFER-RXN.p,4OHBENZOATE-OCTAPRENYLTRANSFER-RXN.p
rxn19024,ACETCAPR-RXN.c,ACETCAPR-RXN.c
rxn19080,AKPTHIOL-RXN.c,AKPTHIOL-RXN.c
rxn19445,DARABKIN-RXN.c,DARABKIN-RXN.c
rxn19544,DIHYDROXYISOVALDEHYDRAT-RXN.c,alpha,beta-dihydroxyisovalerate dehydratase
rxn19630,DMK-RXN.p,DMK-RXN.p
rxn20001,L-ARABINONATE-DEHYDRATASE-RXN.c,L-arabonate dehydratase
rxn20060,LYSINE-N-ACETYLTRANSFERASE-RXN.c,lysine N-acetyltransferase
rxn20495,ORNITHINE-CYCLODEAMINASE-RXN.c,L-ornithine ammonia-lyase (cyclizing, L-proline-forming)
rxn20508,PEPCARBOX-RXN.c,phosphate:oxaloacetate carboxy-lyase (phosphorylating)
rxn20627,PROTOPORGENOXI-RXN.m,protoporphyrinogen oxidase
rxn20664,R108-RXN.c,R108-RXN.c
rxn21438,RXN-11150.c,alpha-D-galacturonate 1-phosphate phosphatase
rxn21635,RXN-11322.c,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
rxn23024,RXN-12590.c,pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)
rxn23132,RXN-12726.c,RXN-12726.c
rxn23244,RXN-12914.c,8,8a-deoxyoleandolide synthase
rxn23629,RXN-13372.c,maleylpyruvate hydrolase
rxn23648,RXN-13404.c,glycine/sarcosine N-methyltransferase
rxn23650,RXN-13406.c,glycine/sarcosine/dimethylglycine N-methyltransferase
rxn23730,RXN-1744.c,RXN-1744.c
rxn24108,RXN-5641.c,RXN-5641.c
rxn24940,RXN-8457.c,CFI
rxn25164,RXN-8807.c,RXN-8807.c
rxn25186,RXN-8839.c,RXN-8839.c
rxn25273,RXN-8968.c,propionyl-coA synthase
rxn25583,RXN-9458.ce,RXN-9458.ce
rxn25741,RXN-9653.c,3-oxo-meristoyl-[acyl-carrier protein] synthase
rxn25799,RXN-974.c,RXN-974.c
rxn26761,RXN4FS-14.c,RXN4FS-14.c
rxn28948,RXNQT-4304.c,RXNQT-4304.c
rxn29982,AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)
rxn30043,OCBT,ornithine carbamoyltransferase
rxn30069,UGLYCH,Ureidoglycolate hydrolase
rxn30076,GMPS,GMP synthase
rxn30091,CAR2,Ornithine aminotransferase
rxn30302,ALAD_L,L-Alanine:NAD+ oxidoreductase (deaminating)
rxn30314,GLYD,glycine:NAD+ oxidoreductase (deaminating)
rxn30486,HISD1i,histidase
rxn30514,PFOR,pyruvate flavodoxin oxidoreducatse
rxn30524,SULRix,sulfite reductase (NADH)
rxn30594,reac_139,ACETOLACTREDUCTOISOM-RXN
rxn30753,PyrDH,PyrDH
rxn33675,rxn102_v,Beta-fructofuranosidase
rxn33937,JM_Cre_247,Lumped Isoleucine Synthesis
rxn34022,JM_Cre_421,Geranyl Pyrophosphate Synthase
rxn34582,R_BUPN,beta-ureidopropionase
rxn35475,R_R5PFL,D-ribulose 5-phosphate formate-lyase
rxn35484,R_SELCYSLY2,Selenocysteine reductase
rxn35674,24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN.c.metaexp.NADP_NADPH,2,4-diaminopentanoic acid C4 dehydrogenase
rxn36392,ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN.c.metaexp.BUTYRIC_ACID_CPD-7000_NADP_NADPH,aldehyde dehydrogenase [NAD(P)+]
rxn36672,DALADEHYDROG-RXN.c.metaexp.CPD-12115_DEMETHYLMENAQUINONE,D-alanine dehydrogenase
rxn36673,DALADEHYDROG-RXN.c.metaexp.CPD-9956_UBIQUINONE-8,D-alanine dehydrogenase
rxn37018,RIBOKIN-RXN.c.metaexp.CPD0-1108,deoxyribokinase
rxn37019,RIBOSE-ISOMERASE-RXN.c.metaexp.CPD0-1108,D-ribose ketol-isomerase
rxn37045,RXN-11236.c.metaexp.CPD-12115_DEMETHYLMENAQUINONE,NarA
rxn37050,RXN-11237.c.metaexp.CPD-9956_UBIQUINONE-8,nitrate-inducible formate dehydrogenase
rxn37372,RXN-8775.c.metaexp.NAD_NADH,RXN-8775.c.metaexp.NAD_NADH
rxn37663,ALDEHYDE-REDUCTASE-RXN.c.araexp.CPD0-1108_L-ARABITOL_NAD_NADH,Aldose reductase
rxn37664,ALDEHYDE-REDUCTASE-RXN.c.araexp.CPD0-1108_NADP_NADPH_XYLITOL,Aldose reductase
rxn37695,R15-RXN.c.araexp.L-ALPHA-ALANINE_PYRUVATE,R15-RXN.c.araexp.L-ALPHA-ALANINE_PYRUVATE
rxn37797,RXN-8850.d,RXN-8850.d
rxn38866,AMINOACYLASE-RXN.c.chlamyexp.ACETYL-GLU_PYRUVATE_THR,Dehydropeptidase II
rxn38867,DEOXYCYTIDINE-KINASE-RXN.c.chlamyexp.ADP_DGTP,Deoxycytidine kinase
rxn38868,DEOXYCYTIDINE-KINASE-RXN.c.chlamyexp.ATP_DGDP,Deoxycytidine kinase
rxn38886,L-AMINO-ACID-OXIDASE-RXN.c.chlamyexp.L-ALPHA-ALANINE_PYRUVATE,L-amino acid oxidase
rxn38894,L-LACTDEHYDROGFMN-RXN.c.chlamyexp.CPD-9958_UBIQUINONE-10,lactate oxidation
rxn38902,NUCLEOSIDE-TRIPHOSPHATASE-RXN.c.chlamyexp.ADP_DGTP,NTPase
rxn38903,NUCLEOSIDE-TRIPHOSPHATASE-RXN.c.chlamyexp.ATP_DGDP,NTPase
rxn38905,ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN.m.chlamyexp.CPD-479_MET,Ornithine ketoacid aminotransferase
rxn38906,ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN.m.chlamyexp.GLY_GLYOX,Ornithine ketoacid aminotransferase
rxn38907,ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN.m.chlamyexp.L-ALPHA-ALANINE_PYRUVATE,Ornithine ketoacid aminotransferase
rxn38908,ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN.m.chlamyexp.P-HYDROXY-PHENYLPYRUVATE_TYR,Ornithine ketoacid aminotransferase
